44756.325349 39403.198013 -0.03015 -0.99955
44763.317536 39403.640879 -0.27247 0.96216
44769.992639 39405.764367 -0.33367 0.94269
44776.463154 39408.291173 0.39349 -0.91933
44782.783427 39411.240438 0.45170 -0.89217
44790.841946 39415.873054 0.60894 -0.79322
44790.841946 39415.873054 0.60894 -0.79322
44794.841916 39418.943764 0.60894 -0.79322
44798.841886 39422.014475 0.60894 -0.79322
44802.841855 39425.085185 0.60894 -0.79322
44806.841825 39428.155896 0.60894 -0.79322
44810.582476 39431.486011 -0.70811 0.70610
44814.112857 39435.026465 -0.70811 0.70610
44817.643238 39438.566919 -0.70811 0.70610
44821.173619 39442.107374 -0.70811 0.70610
44824.704000 39445.647828 -0.70811 0.70610
44828.234381 39449.188282 -0.70811 0.70610
44831.764762 39452.728736 -0.70811 0.70610
44835.295143 39456.269190 -0.70811 0.70610
44838.825524 39459.809645 -0.70811 0.70610
44842.355905 39463.350099 -0.70811 0.70610
44845.886286 39466.890553 -0.70811 0.70610
44849.416667 39470.431007 -0.70811 0.70610
44852.947048 39473.971461 -0.70811 0.70610
44856.477429 39477.511915 -0.70811 0.70610
44860.007809 39481.052370 -0.70811 0.70610
44863.538190 39484.592824 -0.70811 0.70610
44867.068571 39488.133278 -0.70811 0.70610
44870.598952 39491.673732 -0.70811 0.70610
44874.129333 39495.214186 -0.70811 0.70610
44877.659714 39498.754641 -0.70811 0.70610
44881.190095 39502.295095 -0.70811 0.70610
44884.720476 39505.835549 -0.70811 0.70610
44888.250857 39509.376003 -0.70811 0.70610
44891.781238 39512.916457 -0.70811 0.70610
44895.311619 39516.456912 -0.70811 0.70610
44906.039822 39537.059160 1.00000 0.00000
44906.039822 39537.059160 1.00000 0.00000
44906.043359 39542.033326 1.00000 0.00000
44906.046895 39547.007492 1.00000 0.00000
44906.050431 39551.981659 1.00000 0.00000
44906.053968 39556.955825 1.00000 0.00000
44906.057504 39561.929991 1.00000 0.00000
44906.061040 39566.904157 1.00000 0.00000
44906.064577 39571.878323 1.00000 0.00000
44906.068113 39576.852490 1.00000 0.00000
44906.071650 39581.826656 1.00000 0.00000
44906.075186 39586.800822 1.00000 0.00000
44906.078722 39591.774988 1.00000 0.00000
44906.082259 39596.749155 1.00000 0.00000
44906.085795 39601.723321 1.00000 0.00000
44906.089332 39606.697487 1.00000 0.00000
44906.092868 39611.671653 1.00000 0.00000
44906.096404 39616.645819 1.00000 0.00000
44906.099941 39621.619986 1.00000 0.00000
44906.103477 39626.594152 1.00000 0.00000
44906.107013 39631.568318 1.00000 0.00000
44906.110550 39636.542484 1.00000 0.00000
44906.114086 39641.516651 1.00000 0.00000
44906.117623 39646.490817 1.00000 0.00000
44906.121159 39651.464983 1.00000 0.00000
44906.124695 39656.439149 1.00000 0.00000
44906.128232 39661.413316 1.00000 0.00000
44906.131768 39666.387482 1.00000 0.00000
44906.135304 39671.361648 1.00000 0.00000
44906.138841 39676.335814 1.00000 0.00000
44906.142377 39681.309980 1.00000 0.00000
44906.145914 39686.284147 1.00000 0.00000
44906.149450 39691.258313 1.00000 0.00000
44906.152986 39696.232479 1.00000 0.00000
44906.156523 39701.206645 1.00000 0.00000
44906.160059 39706.180812 1.00000 0.00000
44906.163596 39711.154978 1.00000 0.00000
44906.167132 39716.129144 1.00000 0.00000
44906.170668 39721.103310 1.00000 0.00000
44906.174205 39726.077476 1.00000 0.00000
44906.177741 39731.051643 1.00000 0.00000
44906.181277 39736.025809 1.00000 0.00000
44906.184814 39740.999975 1.00000 0.00000
44906.188350 39745.974141 1.00000 0.00000
44906.191887 39750.948308 1.00000 0.00000
44906.195423 39755.922474 1.00000 0.00000
44906.198959 39760.896640 1.00000 0.00000
44906.202496 39765.870806 1.00000 0.00000
44906.206032 39770.844972 1.00000 0.00000
44906.209568 39775.819139 1.00000 0.00000
44906.213105 39780.793305 1.00000 0.00000
44906.216641 39785.767471 1.00000 0.00000
44906.220178 39790.741637 1.00000 0.00000
44906.223714 39795.715804 1.00000 0.00000
44906.227250 39800.689970 1.00000 0.00000
44906.230787 39805.664136 1.00000 0.00000
44906.234323 39810.638302 1.00000 0.00000
44906.237860 39815.612469 1.00000 0.00000
44906.241396 39820.586635 1.00000 0.00000
44906.244932 39825.560801 1.00000 0.00000
44906.248469 39830.534967 1.00000 0.00000
44906.252005 39835.509133 1.00000 0.00000
44906.255541 39840.483300 1.00000 0.00000
44906.259078 39845.457466 1.00000 0.00000
44906.262614 39850.431632 1.00000 0.00000
44906.266151 39855.405798 1.00000 0.00000
44906.269687 39860.379965 1.00000 0.00000
44906.273223 39865.354131 1.00000 0.00000
44906.276760 39870.328297 1.00000 0.00000
44906.280296 39875.302463 1.00000 0.00000
44906.283832 39880.276629 1.00000 0.00000
44906.287369 39885.250796 1.00000 0.00000
44906.290905 39890.224962 1.00000 0.00000
44906.294442 39895.199128 1.00000 0.00000
44906.297978 39900.173294 1.00000 0.00000
44906.301514 39905.147461 1.00000 0.00000
44906.305051 39910.121627 1.00000 0.00000
44906.308587 39915.095793 1.00000 0.00000
44906.312124 39920.069959 1.00000 0.00000
44906.315660 39925.044125 1.00000 0.00000
44906.319196 39930.018292 1.00000 0.00000
44906.322733 39934.992458 1.00000 0.00000
44906.326269 39939.966624 1.00000 0.00000
44906.329805 39944.940790 1.00000 0.00000
44906.333342 39949.914957 1.00000 0.00000
44906.336878 39954.889123 1.00000 0.00000
44906.340415 39959.863289 1.00000 0.00000
44906.343951 39964.837455 1.00000 0.00000
44906.347487 39969.811622 1.00000 0.00000
44906.351024 39974.785788 1.00000 0.00000
44906.354560 39979.759954 1.00000 0.00000
44906.358096 39984.734120 1.00000 0.00000
44906.361633 39989.708286 1.00000 0.00000
44906.365169 39994.682453 1.00000 0.00000
44906.368706 39999.656619 1.00000 0.00000
44906.372242 40004.630785 1.00000 0.00000
44897.473253 40009.609845 -0.29695 -0.95489
44897.754966 40009.522296 -0.29660 -0.95500
44907.278803 40009.987207 -0.96140 0.27517
44908.851900 40015.726131 -0.96735 0.25345
44910.270077 40021.398061 -0.97281 0.23160
44911.539616 40027.009825 -0.97778 0.20963
44912.722737 40032.545575 -0.96998 0.24319
44914.326609 40037.847496 -0.95423 0.29907
44915.918179 40043.133459 -0.96072 0.27750
44917.681099 40052.412127 -0.99996 0.00921
44917.681099 40052.412127 -0.99996 0.00921
44917.726422 40057.333912 -0.99996 0.00921
44917.771744 40062.255697 -0.99996 0.00921
44917.817067 40067.177482 -0.99996 0.00921
44918.117197 40075.847373 -0.99901 0.04455
44918.301920 40081.733516 -0.99983 0.01817
44918.331205 40087.615140 0.99997 0.00822
44918.205156 40093.500441 0.99940 0.03460
44917.923011 40099.397637 0.99814 0.06096
44917.438897 40105.307091 0.99005 0.14072
44916.413288 40111.151008 -0.97358 -0.22836
44914.981200 40116.913469 0.96721 0.25397
44913.394279 40122.647907 0.96018 0.27940
44911.836697 40128.438763 0.97882 0.20470
44910.567462 40134.453342 0.97575 0.21890
44909.116961 40140.540473 0.96963 0.24457
44907.473872 40146.709036 0.96284 0.27007
44898.756431 40148.274374 0.29527 -0.95541
44897.396670 40147.852720 0.29709 -0.95485
44906.353297 40152.842402 -1.00000 0.00000
44906.352301 40157.831336 -1.00000 0.00000
